BEVOEGD GEZAG NUMMER;INSTELLING;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;AANTAL LEERLINGEN;AANTAL VO LEERLINGEN UITBESTEED AAN VAVO
40784;00PG;00PG08;Driestar-Wartburg De Burcht;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;50;0
40784;02EA;02EA00;Stichting Driestar-Wartburg;GOUDA;513;GOUDA;Zuid-Holland;2898;6
40784;02EA;02EA02;Driestar-Wartburg Lekkerkerk;LEKKERKERK;1931;KRIMPENERWAARD;Zuid-Holland;478;0
40784;02EA;02EA03;Driestar-Wartburg Leiden;LEIDEN;546;LEIDEN;Zuid-Holland;465;0
40784;02EA;02EA05;Driestar-Wartburg Gouda PrO;GOUDA;513;GOUDA;Zuid-Holland;82;0
40810;01AA;01AA57;Thomas a Kempiscollege;ZWOLLE;193;ZWOLLE;Overijssel;898;21
40810;01AA;01AA59;Jena XL;ZWOLLE;193;ZWOLLE;Overijssel;387;5
40810;01AA;01AA60;Startcollege ISK (RL);ZWOLLE;193;ZWOLLE;Overijssel;58;0
40810;01AA;01AA61;Centre for Sports & Education;ZWOLLE;193;ZWOLLE;Overijssel;519;0
40810;01AA;01AA62;Startcollege ISK (RW);ZWOLLE;193;ZWOLLE;Overijssel;243;0
40810;01AA;01AA68;Thomas a Kempis College (AD);ZWOLLE;193;ZWOLLE;Overijssel;277;0
40842;01GN;01GN00;Valuascollege;VENLO;983;VENLO;Limburg;2140;42
40842;16XD;16XD00;College Den Hulster;VENLO;983;VENLO;Limburg;1510;12
40842;19HR;19HR00;Blariacumcollege;VENLO;983;VENLO;Limburg;1507;5
40851;05OP;05OP00;Praktijkschool De Bolster;GRONINGEN;14;GRONINGEN;Groningen;301;0
40854;25MB;25MB00;Summa College;EINDHOVEN;772;EINDHOVEN;Noord-Brabant;697;93
40854;25MB;25MB36;Summa College;EINDHOVEN;772;EINDHOVEN;Noord-Brabant;223;0
40856;00NE;00NE00;J v Br College vest Deltaweg;HELMOND;794;HELMOND;Noord-Brabant;296;0
40856;00NE;00NE02;J v Br College vest Gasthuisst;HELMOND;794;HELMOND;Noord-Brabant;328;0
40856;02QP;02QP00;St Willibrord Gymnasium;DEURNE;762;DEURNE;Noord-Brabant;398;<5
40856;14LF;14LF00;J v Br College vest Molenstr;HELMOND;794;HELMOND;Noord-Brabant;868;<5
40856;25MG;25MG00;Commanderij College;GEMERT;1652;GEMERT-BAKEL;Noord-Brabant;952;<5
40856;25MG;25MG02;Commanderij College;GEMERT;1652;GEMERT-BAKEL;Noord-Brabant;803;0
40856;25MG;25MG03;Commanderij College;BEEK EN DONK;1659;LAARBEEK;Noord-Brabant;530;0
40857;01EO;01EO00;Purmerendse SGM;PURMEREND;439;PURMEREND;Noord-Holland;1293;<5
40857;01EO;01EO01;SG Gerrit Rietveld;PURMEREND;439;PURMEREND;Noord-Holland;334;0
40857;01EO;01EO02;Jan v. Egmond Lyceum;PURMEREND;439;PURMEREND;Noord-Holland;1160;19
40857;01EO;01EO06;SG W.J. Bladergroen;PURMEREND;439;PURMEREND;Noord-Holland;463;0
40857;01EO;01EO08;SG Nelson Mandela;PURMEREND;439;PURMEREND;Noord-Holland;373;0
40857;01EO;01EO12;SG Antoni Gaudi;PURMEREND;439;PURMEREND;Noord-Holland;461;0
40876;01HQ;01HQ00;Het Bolwerk;MIDDELBURG;687;MIDDELBURG;Zeeland;171;0
40876;26HF;26HF00;De Wissel;GOES;664;GOES;Zeeland;120;0
40876;26LL;26LL00;De Sprong, hoofdlocatie;TERNEUZEN;715;TERNEUZEN;Zeeland;73;0
40876;26LL;26LL01;De Sprong, locatie Schuberthof;TERNEUZEN;715;TERNEUZEN;Zeeland;35;0
40922;00MP;00MP00;De Noordgouw;HEERDE;246;HEERDE;Gelderland;941;<5
40928;26MJ;26MJ00;Laurentius Praktijksch;DELFT;503;DELFT;Zuid-Holland;156;0
40930;02VN;02VN00;Reg SGM Het Rhedens;ROZENDAAL;277;ROZENDAAL;Gelderland;696;<5
40930;02VN;02VN01;Reg SGM Het Rhedens;DIEREN;275;RHEDEN;Gelderland;1146;0
40930;26NH;26NH00;De Tender Proschool;DIEREN;275;RHEDEN;Gelderland;130;0
40931;00MV;00MV00;Scholen aan Zee;DEN HELDER;400;DEN HELDER;Noord-Holland;1320;5
40931;00MV;00MV01;Locatie, Schakel aan Zee;DEN HELDER;400;DEN HELDER;Noord-Holland;251;0
40931;00MV;00MV02;Loc,Beroepsonderwijs aan Zee;DEN HELDER;400;DEN HELDER;Noord-Holland;500;0
40931;00MV;00MV06;Locatie, Junior College;JULIANADORP;400;DEN HELDER;Noord-Holland;343;0
40956;04HR;04HR00;Openbare SGM Erasmus;ALMELO;141;ALMELO;Overijssel;1404;<5
40956;04HR;04HR04;Openbare SGM Erasmus;ALMELO;141;ALMELO;Overijssel;310;0
40956;04HR;04HR07;Openbare SGM Erasmus;ALMELO;141;ALMELO;Overijssel;337;0
40956;19UP;19UP00;PrO Erasmus;ALMELO;141;ALMELO;Overijssel;157;0
40979;31JC;31JC01;Zone.college vmbo Almelo;ALMELO;141;ALMELO;Overijssel;780;0
40979;31JC;31JC02;Zone.college vmbo Borculo;BORCULO;1859;BERKELLAND;Gelderland;435;0
40979;31JC;31JC03;Zone.college vmbo Doetinchem;DOETINCHEM;222;DOETINCHEM;Gelderland;1054;0
40979;31JC;31JC04;Zone.college vmbo Enschede;ENSCHEDE;153;ENSCHEDE;Overijssel;818;0
40979;31JC;31JC05;Zone.college vmbo Twello;TWELLO;285;VOORST;Gelderland;1005;0
40979;31JC;31JC06;Zone.college vmbo Zwolle;ZWOLLE;193;ZWOLLE;Overijssel;689;0
40996;01MO;01MO00;Atheneum Trevianum;SITTARD;1883;SITTARD-GELEEN;Limburg;891;<5
40996;04DS;04DS00;Gymnasium Trevianum;SITTARD;1883;SITTARD-GELEEN;Limburg;430;<5
40996;07BQ;07BQ00;HAVO Trevianum;SITTARD;1883;SITTARD-GELEEN;Limburg;1097;<5
41009;00ZD;00ZD00;Bonhoeffer College;CASTRICUM;383;CASTRICUM;Noord-Holland;1498;14
41009;20MH;20MH00;Jac P Thijsse College;CASTRICUM;383;CASTRICUM;Noord-Holland;1680;28
41009;20MH;20MH01;Jac P Thijsse College;CASTRICUM;383;CASTRICUM;Noord-Holland;63;0
41009;27MD;27MD00;Castor College;BEVERWIJK;375;BEVERWIJK;Noord-Holland;1378;14
41009;27MD;27MD01;"Dal&#x00ED; College";HEEMSKERK;396;HEEMSKERK;Noord-Holland;562;<5
41009;27MD;27MD02;SKILLS vmbo;HEEMSKERK;396;HEEMSKERK;Noord-Holland;565;0
41009;28BN;28BN00;Forta;HEEMSKERK;396;HEEMSKERK;Noord-Holland;216;0
41021;00IP;00IP00;Kath SGM Hoofddorp;HOOFDDORP;394;HAARLEMMERMEER;Noord-Holland;1677;26
41021;01LZ;01LZ00;SGM Eerste Chr Lyc VWO;HAARLEM;392;HAARLEM;Noord-Holland;1167;13
41021;01LZ;01LZ01;International School Haarlem;HAARLEM;392;HAARLEM;Noord-Holland;239;0
41021;01LZ;01LZ02;SGM Eerste Chr Lyc VWO;HAARLEM;392;HAARLEM;Noord-Holland;224;0
41021;03RU;03RU00;Herbert Vissers College;NIEUW-VENNEP;394;HAARLEMMERMEER;Noord-Holland;1383;16
41021;03RU;03RU02;Herbert Vissers College;NIEUW-VENNEP;394;HAARLEMMERMEER;Noord-Holland;502;0
41021;05FE;05FE00;RK SGM Thamen;UITHOORN;451;UITHOORN;Noord-Holland;656;<5
41021;17HH;17HH00;HBM;HEEMSTEDE;397;HEEMSTEDE;Noord-Holland;393;<5
41021;21WE;21WE00;Kaj Munk College;HOOFDDORP;394;HAARLEMMERMEER;Noord-Holland;1094;22
41021;21WE;21WE02;Kaj Munk College;HOOFDDORP;394;HAARLEMMERMEER;Noord-Holland;221;<5
41054;16RT;16RT00;VO Best-Oirschot;BEST;753;BEST;Noord-Brabant;1664;<5
41054;16RT;16RT01;VO Best-Oirschot;OIRSCHOT;823;OIRSCHOT;Noord-Brabant;885;0
41063;21FF;21FF00;Ir. Lely Lyceum;AMSTERDAM;363;AMSTERDAM;Noord-Holland;1109;6
41070;05PL;05PL00;Ds. Pierson College;'S-HERTOGENBOSCH;796;S HERTOGENBOSCH;Noord-Brabant;1585;5
41071;02VG;02VG00;Unie Noord;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;554;0
41071;02VG;02VG03;Unie Noord;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;197;<5
41071;02VG;02VG04;Unie Noord - Mavo Centraal;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;274;<5
41071;02VG;02VG05;Unie Noord- Experience College;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;515;<5
41071;02VG;02VG08;Unie Noord-locatie RDC;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;792;<5
41071;02VG;02VG10;UN-RDC-ISK;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;155;0
41071;02VG;02VG11;Unie Noord- locatie HVR;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;270;0
41071;02VG;02VG14;Unie Noord - Loc Montessori;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;167;<5
41071;02VG;02VG15;Unie Noord- locatie De Toorop;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;406;<5
41071;02VG;02VG17;UN - loc. De Mavo voor Theater;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;218;0
41071;02VG;02VG22;UN - locatie Lyceum Kralingen;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;526;5
41071;02VG;02VG25;Unie Noord - locatie VCH;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;333;0
41071;05XJ;05XJ00;Het Lyceum Rotterdam;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;924;16
41071;17KY;17KY00;Roncalli MAVO;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;388;<5
41071;17YF;17YF00;Zuiderpark;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;548;0
41071;17YF;17YF02;Zuiderpark loc Young Business;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;449;0
41071;23YU;23YU00;Nova College;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;253;0
41071;23YU;23YU01;NC- loc. VC Zuidrand;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;301;0
41071;23YU;23YU02;NC- locatie Montfort College;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;862;8
41071;23YU;23YU08;NC - locatie Palmentuin;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;136;0
41071;29VW;29VW00;HPC Charlois;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;197;0
41071;29VX;29VX00;HPC Zuidwijk;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;205;0
41071;29VZ;29VZ00;HPC Centrum;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;216;0
41100;01OE;01OE03;Yuverta;OEGSTGEEST;579;OEGSTGEEST;Zuid-Holland;490;0
41100;01OE;01OE05;Yuverta;KLAASWAAL;1963;HOEKSCHE WAARD;Zuid-Holland;406;0
41100;01OE;01OE06;Yuverta;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;411;0
41100;01OE;01OE07;Yuverta;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;510;0
41100;01OE;01OE12;Yuverta;DORDRECHT;505;DORDRECHT;Zuid-Holland;625;<5
41100;01OE;01OE13;Yuverta;BRIELLE;1992;VOORNE AAN ZEE;Zuid-Holland;440;0
41100;01OE;01OE16;Yuverta;AMERSFOORT;307;AMERSFOORT;Utrecht;486;0
41100;01OE;01OE17;Yuverta;MONTFOORT;335;MONTFOORT;Utrecht;816;0
41100;01OE;01OE18;Yuverta;UTRECHT;344;UTRECHT;Utrecht;438;0
41100;01OE;01OE21;Yuverta;AALSMEER;358;AALSMEER;Noord-Holland;535;0
41100;01OE;01OE22;Yuverta;AMSTERDAM;363;AMSTERDAM;Noord-Holland;253;0
41100;01OE;01OE23;Yuverta;AMSTERDAM;363;AMSTERDAM;Noord-Holland;282;0
41100;01OE;01OE25;Yuverta;NAARDEN;1942;GOOISE MEREN;Noord-Holland;412;0
41100;01OE;01OE26;Yuverta;AALSMEER;358;AALSMEER;Noord-Holland;491;<5
41100;01OE;01OE27;Yuverta;BOSKOOP;484;ALPHEN AAN DEN RIJN;Zuid-Holland;444;0
41100;01OE;01OE28;Yuverta;GOUDA;513;GOUDA;Zuid-Holland;510;0
41100;01OE;01OE30;Yuverta;ALPHEN AAN DEN RIJN;484;ALPHEN AAN DEN RIJN;Zuid-Holland;510;0
41100;01OE;01OE32;Yuverta;OTTOLAND;1978;MOLENLANDEN;Zuid-Holland;602;0
41100;01OE;01OE33;Yuverta;RIJNSBURG;537;KATWIJK;Zuid-Holland;32;0
41100;01OE;01OE37;Yuverta;HOUTEN;321;HOUTEN;Utrecht;472;0
41100;01OE;01OE49;Yuverta;KESTEREN;1740;NEDER-BETUWE;Gelderland;332;0
41100;01OE;01OE50;Yuverta;NIJMEGEN;268;NIJMEGEN;Gelderland;517;0
41100;01OE;01OE51;Yuverta;'S-HERTOGENBOSCH;796;S HERTOGENBOSCH;Noord-Brabant;639;0
41100;01OE;01OE54;Yuverta;EINDHOVEN;772;EINDHOVEN;Noord-Brabant;651;0
41100;01OE;01OE57;Yuverta;HEGELSOM;1507;HORST AAN DE MAAS;Limburg;495;0
41100;01OE;01OE58;Yuverta;ROERMOND;957;ROERMOND;Limburg;561;0
41100;01OE;01OE59;Yuverta;HEERLEN;917;HEERLEN;Limburg;538;0
41100;01OE;01OE60;Yuverta;NEDERWEERT;946;NEDERWEERT;Limburg;344;<5
41142;27DG;27DG00;De Passie;UTRECHT;344;UTRECHT;Utrecht;955;6
41142;27RW;27RW00;De Passie;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;758;9
41142;29WG;29WG00;De Passie;WIERDEN;189;WIERDEN;Overijssel;653;<5
41143;00DI;00DI00;rsg de Borgen;LEEK;1969;WESTERKWARTIER;Groningen;289;0
41143;00DI;00DI01;rsg de Borgen;RODEN;1699;NOORDENVELD;Drenthe;426;<5
41143;00DI;00DI02;rsg de Borgen;LEEK;1969;WESTERKWARTIER;Groningen;984;20
41143;00DI;00DI03;rsg de Borgen;OLDEKERK;1969;WESTERKWARTIER;Groningen;134;0
41143;00DI;00DI04;rsg de Borgen;RODEN;1699;NOORDENVELD;Drenthe;99;0
41143;00DI;00DI06;rsg de Borgen;LEEK;1969;WESTERKWARTIER;Groningen;225;<5
41152;23HC;23HC00;Lingecollege;TIEL;281;TIEL;Gelderland;553;0
41152;23HC;23HC01;Lingecollege Lyceum;TIEL;281;TIEL;Gelderland;1022;8
41152;23HC;23HC02;Lingecollege Praktijkonderwijs;TIEL;281;TIEL;Gelderland;135;0
41152;23HC;23HC04;Lingecollege Mavo;TIEL;281;TIEL;Gelderland;445;5
41158;02EX;02EX00;loc, Morgen College;HARDERWIJK;243;HARDERWIJK;Gelderland;307;0
41158;02EX;02EX04;loc, Orient;ZEEWOLDE;50;ZEEWOLDE;Flevoland;32;0
41158;02EX;02EX05;loc, Morgen College;HARDERWIJK;243;HARDERWIJK;Gelderland;252;<5
41158;02EX;02EX07;loc, Morgen College;HARDERWIJK;243;HARDERWIJK;Gelderland;266;0
41161;13OR;13OR00;Pontes;GOES;664;GOES;Zeeland;1593;<5
41161;13OR;13OR01;Locatie, Het Goese Lyceum;GOES;664;GOES;Zeeland;487;0
41161;13OR;13OR03;locatie, Pieter Zeeman;ZIERIKZEE;1676;SCHOUWEN-DUIVELAND;Zeeland;883;<5
41163;09VS;09VS00;Het Waterland;LEIDEN;546;LEIDEN;Zuid-Holland;253;0
41164;26JR;26JR00;Pro College Nijmegen/Bemmel;NIJMEGEN;268;NIJMEGEN;Gelderland;243;0
41164;26JR;26JR01;Pro College Nijmegen/Bemmel;BEMMEL;1705;LINGEWAARD;Gelderland;80;0
41164;26KY;26KY00;Pro College Wijchen;WIJCHEN;296;WIJCHEN;Gelderland;108;0
41164;30MM;30MM00;Pro College Boxmeer;BOXMEER;1982;LAND VAN CUIJK;Noord-Brabant;111;0
41195;02KR;02KR00;St Bonifatius Mavo;EMMELOORD;171;NOORDOOSTPOLDER;Flevoland;458;5
41195;20CR;20CR00;Zuyderzee Lyceum;EMMELOORD;171;NOORDOOSTPOLDER;Flevoland;452;8
41195;20CR;20CR01;Zuyderzee Lyceum;EMMELOORD;171;NOORDOOSTPOLDER;Flevoland;98;0
41195;20CR;20CR03;Zuyderzee Lyceum;LEMMER;1940;DE FRYSKE MARREN;Friesland;320;0
41195;20CR;20CR05;Zuyderzee Lyceum;EMMELOORD;171;NOORDOOSTPOLDER;Flevoland;570;0
41195;20CR;20CR06;Zuyderzee Lyceum;EMMELOORD;171;NOORDOOSTPOLDER;Flevoland;198;0
41195;20CR;20CR07;Zuyderzee Lyceum;LEMMER;1940;DE FRYSKE MARREN;Friesland;63;0
41202;00CB;00CB00;SGM VO Vrije Schoolond;NIJMEGEN;268;NIJMEGEN;Gelderland;781;7
41202;00CB;00CB01;SGM VO Vrije Schoolond;ZEIST;355;ZEIST;Utrecht;705;5
41202;00CB;00CB02;SGM VO Vrije Schoolond;EINDHOVEN;772;EINDHOVEN;Noord-Brabant;518;9
41202;00CB;00CB04;SGM VO Vrije Schoolond;ZEIST;355;ZEIST;Utrecht;44;0
41203;03XF;03XF00;Mundium College;ROERMOND;957;ROERMOND;Limburg;1352;13
41203;03XF;03XF04;Mundium College locatie Wings;ROERMOND;957;ROERMOND;Limburg;543;<5
41203;03XF;03XF05;Mundium College locatie NT-2;ROERMOND;957;ROERMOND;Limburg;278;0
41203;14PS;14PS00;Bisschop Coll Broekhin;ROERMOND;957;ROERMOND;Limburg;1551;11
41203;14PS;14PS03;Grescollege;REUVER;889;BEESEL;Limburg;362;0
41203;16PE;16PE00;Connect College;ECHT;1711;ECHT-SUSTEREN;Limburg;712;5
41203;16PE;16PE01;Connect College;ECHT;1711;ECHT-SUSTEREN;Limburg;622;0
41203;17GT;17GT00;RK SGM St Ursula;HORN;1640;LEUDAL;Limburg;1118;6
41203;17GT;17GT02;RK SGM St Ursula;HEYTHUYSEN;1640;LEUDAL;Limburg;495;0
41208;20CK;20CK00;Joh V Oldenbarnevelt;AMERSFOORT;307;AMERSFOORT;Utrecht;839;<5
41208;20EA;20EA00;De Amersfoortse Berg;AMERSFOORT;307;AMERSFOORT;Utrecht;1205;<5
41208;20EI;20EI00;Vallei College;AMERSFOORT;307;AMERSFOORT;Utrecht;1002;<5
41208;20EI;20EI01;VMBO Trivium;AMERSFOORT;307;AMERSFOORT;Utrecht;271;0
41208;20EI;20EI02;Amsfort College;AMERSFOORT;307;AMERSFOORT;Utrecht;278;0
41208;20EI;20EI03;Vathorst College;AMERSFOORT;307;AMERSFOORT;Utrecht;1005;<5
41208;20EI;20EI04;PRO33 College/Pro Trivium;AMERSFOORT;307;AMERSFOORT;Utrecht;94;0
41211;02FY;02FY00;OMO Scholengr. Bergen op Zoom;BERGEN OP ZOOM;748;BERGEN OP ZOOM;Noord-Brabant;615;9
41211;02FY;02FY01;OMO Scholengr. Bergen op Zoom;OSSENDRECHT;873;WOENSDRECHT;Noord-Brabant;490;0
41211;02FY;02FY02;OMO Scholengr. Bergen op Zoom;STEENBERGEN NB;851;STEENBERGEN;Noord-Brabant;518;<5
41211;02FY;02FY07;OMO Scholengr. Bergen op Zoom;BERGEN OP ZOOM;748;BERGEN OP ZOOM;Noord-Brabant;341;0
41211;02QT;02QT00;Maurick College;VUGHT;865;VUGHT;Noord-Brabant;2184;14
41211;04SU;04SU00;Voortgezet Onderwijs Veghel;VEGHEL;1948;MEIERIJSTAD;Noord-Brabant;1407;<5
41211;04SU;04SU02;Fioretti College;VEGHEL;1948;MEIERIJSTAD;Noord-Brabant;1390;0
41211;04XU;04XU00;Baanderherencollege Vmbo;BOXTEL;757;BOXTEL;Noord-Brabant;964;0
41211;04YX;04YX00;Munnikenheide College;ETTEN-LEUR;777;ETTEN-LEUR;Noord-Brabant;756;0
41211;04YX;04YX02;Munnikenheide College;RUCPHEN;840;RUCPHEN;Noord-Brabant;349;0
41211;05AX;05AX00;SGM De Overlaat;WAALWIJK;867;WAALWIJK;Noord-Brabant;821;<5
41211;07MU;07MU00;Rodenborch-College;ROSMALEN;796;S HERTOGENBOSCH;Noord-Brabant;2299;36
41211;13PE;13PE00;Varendonck College;ASTEN;743;ASTEN;Noord-Brabant;749;<5
41211;13PE;13PE01;Varendonck College;SOMEREN;847;SOMEREN;Noord-Brabant;491;0
41211;14SW;14SW00;Roncalli Scholengemeenschap;BERGEN OP ZOOM;748;BERGEN OP ZOOM;Noord-Brabant;1056;8
41211;15BS;15BS00;Sondervick College;VELDHOVEN;861;VELDHOVEN;Noord-Brabant;1226;<5
41211;16OX;16OX00;2College;OISTERWIJK;824;OISTERWIJK;Noord-Brabant;1365;8
41211;16OX;16OX02;2College Cobbenhagenlyceum;TILBURG;855;TILBURG;Noord-Brabant;1005;5
41211;16OX;16OX03;2College Ruivenmavo;BERKEL-ENSCHOT;855;TILBURG;Noord-Brabant;382;<5
41211;16OX;16OX04;2College Jozefmavo;TILBURG;855;TILBURG;Noord-Brabant;551;<5
41211;16OX;16OX09;2College EOA Oisterwijk;OISTERWIJK;824;OISTERWIJK;Noord-Brabant;113;0
41211;16OX;16OX10;2College Cobbenhagenmavo;TILBURG;855;TILBURG;Noord-Brabant;267;<5
41211;16OX;16OX11;2College;OISTERWIJK;824;OISTERWIJK;Noord-Brabant;96;0
41211;16OX;16OX13;2 College Waldorfstroom;TILBURG;855;TILBURG;Noord-Brabant;33;0
41211;16RB;16RB00;Jacob-Roelandslyceum;BOXTEL;757;BOXTEL;Noord-Brabant;1099;<5
41211;16SW;16SW00;Metameer;STEVENSBEEK;1982;LAND VAN CUIJK;Noord-Brabant;659;<5
41211;16SW;16SW03;Metameer jenaplan Boxmeer;BOXMEER;1982;LAND VAN CUIJK;Noord-Brabant;1036;0
41211;16VK;16VK00;OMO Scholengroep De Langstraat;WAALWIJK;867;WAALWIJK;Noord-Brabant;1200;6
41211;16VK;16VK01;Van Haestrecht College;KAATSHEUVEL;809;LOON OP ZAND;Noord-Brabant;343;0
41211;16VK;16VK02;Walewyc Mavo;WAALWIJK;867;WAALWIJK;Noord-Brabant;598;0
41211;16VK;16VK03;d`Oultremont College;DRUNEN;797;HEUSDEN;Noord-Brabant;1289;10
41211;17HN;17HN00;Elzendaalcollege;BOXMEER;1982;LAND VAN CUIJK;Noord-Brabant;1607;18
41211;17HN;17HN02;Elzendaalcollege;GENNEP;907;GENNEP;Limburg;615;0
41211;17JY;17JY00;Gymn Beekvliet;SINT-MICHIELSGESTEL;845;SINT-MICHIELSGESTEL;Noord-Brabant;656;5
41211;17KF;17KF00;Van Maerlant;'S-HERTOGENBOSCH;796;S HERTOGENBOSCH;Noord-Brabant;694;0
41211;17VP;17VP00;Instelling VO Deurne;DEURNE;762;DEURNE;Noord-Brabant;921;<5
41211;17VP;17VP01;Alfrinkcollege;DEURNE;762;DEURNE;Noord-Brabant;587;0
41211;17VP;17VP02;Hub van Doornecollege;DEURNE;762;DEURNE;Noord-Brabant;773;0
41211;17VP;17VP05;Sprongcollege;DEURNE;762;DEURNE;Noord-Brabant;105;0
41211;18XR;18XR00;Rythovius College;EERSEL;770;EERSEL;Noord-Brabant;1063;<5
41211;19RX;19RX00;Merletcollege;CUIJK;1982;LAND VAN CUIJK;Noord-Brabant;1080;<5
41211;19RX;19RX01;Merletcollege;GRAVE;1982;LAND VAN CUIJK;Noord-Brabant;540;5
41211;19RX;19RX02;Merletcollege;MILL;1982;LAND VAN CUIJK;Noord-Brabant;367;0
41211;19RX;19RX05;Merletcollege;VELP NB;1982;LAND VAN CUIJK;Noord-Brabant;139;0
41211;20AT;20AT00;Parmant Scholen;EINDHOVEN;772;EINDHOVEN;Noord-Brabant;1436;5
41211;20AT;20AT01;Aloysius De Roosten;EINDHOVEN;772;EINDHOVEN;Noord-Brabant;381;0
41211;20AT;20AT03;Vakcollege Eindhoven;EINDHOVEN;772;EINDHOVEN;Noord-Brabant;352;0
41211;20AT;20AT04;Antoon Schellenscollege;EINDHOVEN;772;EINDHOVEN;Noord-Brabant;190;0
41211;20AT;20AT05;Praktijkschool Eindhoven;EINDHOVEN;772;EINDHOVEN;Noord-Brabant;227;0
41211;20AT;20AT07;Helder havo/vwo;EINDHOVEN;772;EINDHOVEN;Noord-Brabant;232;<5
41211;20BQ;20BQ00;Mill Hill College;GOIRLE;785;GOIRLE;Noord-Brabant;1543;10
41211;20GA;20GA00;Van Maerlantlyceum;EINDHOVEN;772;EINDHOVEN;Noord-Brabant;1035;<5
41211;20IB;20IB00;Eckartcollege;EINDHOVEN;772;EINDHOVEN;Noord-Brabant;1529;<5
41211;20IB;20IB03;Nuenens College;NUENEN;820;NUENEN CA;Noord-Brabant;709;0
41211;20JX;20JX00;OMO Scholengroep Helmond;HELMOND;794;HELMOND;Noord-Brabant;551;0
41211;20JX;20JX02;vest, Carolus Borromeus Coll.;HELMOND;794;HELMOND;Noord-Brabant;1393;<5
41211;20JX;20JX04;vest, Dr.-Knippenbergcollege;HELMOND;794;HELMOND;Noord-Brabant;1698;5
41211;20JX;20JX11;vest. Praktijkschool Helmond;HELMOND;794;HELMOND;Noord-Brabant;223;0
41211;20ST;20ST00;Sint-Janslyceum;'S-HERTOGENBOSCH;796;S HERTOGENBOSCH;Noord-Brabant;1738;15
41211;20WI;20WI00;Maaslandcollege;OSS;828;OSS;Noord-Brabant;1264;13
41211;20ZK;20ZK00;Tongerlo;ROOSENDAAL;1674;ROOSENDAAL;Noord-Brabant;723;0
41211;20ZK;20ZK02;Gertrudis;ROOSENDAAL;1674;ROOSENDAAL;Noord-Brabant;424;<5
41211;20ZK;20ZK04;Norbertus;ROOSENDAAL;1674;ROOSENDAAL;Noord-Brabant;1252;15
41211;21EX;21EX00;Theresialyceum;TILBURG;855;TILBURG;Noord-Brabant;1218;7
41211;21FV;21FV00;Sint Odulphuslyceum;TILBURG;855;TILBURG;Noord-Brabant;1026;<5
41211;21FV;21FV01;Sint Odulphuslyceum;TILBURG;855;TILBURG;Noord-Brabant;485;10
41211;21GV;21GV00;Scholengemeenschap Were Di;VALKENSWAARD;858;VALKENSWAARD;Noord-Brabant;2359;12
41211;21GZ;21GZ00;Kwadrant Scholengroep;DONGEN;766;DONGEN;Noord-Brabant;1313;10
41211;21GZ;21GZ06;locatie Hanze College;OOSTERHOUT NB;826;OOSTERHOUT;Noord-Brabant;327;0
41211;23FY;23FY00;Bossche Vakschool;'S-HERTOGENBOSCH;796;S HERTOGENBOSCH;Noord-Brabant;776;<5
41211;26MZ;26MZ00;Bhc Praktijkonderwijs;BOXTEL;757;BOXTEL;Noord-Brabant;156;0
41211;31LW;31LW00;De Nieuwste School;TILBURG;855;TILBURG;Noord-Brabant;796;8
41217;00WD;00WD00;sg Panta Rhei;AMSTELVEEN;362;AMSTELVEEN;Noord-Holland;552;76
41217;01TC;01TC00;Hervormd Lyceum West;AMSTERDAM;363;AMSTERDAM;Noord-Holland;802;5
41217;02AR;02AR00;Het Hervormd Lyc Zuid;AMSTERDAM;363;AMSTERDAM;Noord-Holland;960;<5
41217;02TE;02TE00;H Wesselink College;AMSTELVEEN;362;AMSTELVEEN;Noord-Holland;1849;8
41217;05RA;05RA00;Veenlanden College;MIJDRECHT;736;DE RONDE VENEN;Utrecht;1046;9
